id,rating,title,date,content
Connie wood,5,"Small but easy to us
","July 27, 2019","Great little product!
"
John Lampe,5,"Easy to use. Easy to read
","July 29, 2019","Love this product. Trying to get into reading and this is the perfect way in. The paper white display works great
"
Twindad809,3,"Not a great “updated” Kindle
","August 5, 2019","Battery life not great. Can’t download games as I did on older versions of the Kindle.
"
Ned Miller,5,"New Kindle User
","September 21, 2019","Lightweight.  Pretty easy to use.  Connection to internet so-so.  Just learning to download from public library.
"
Jay Fleischmann,5,"Great at night and on airplane. Wish it was waterproof for the Jacuzzi
","July 29, 2019","Light weight and compact. I have dropped it many times and not harmed it.
"
Judy Northup,5,"Nothing better than HOT coffee
","May 11, 2019","Hard to figure but when done great product
"
Tammy,5,"About  love my reader.
","July 20, 2019","I love it.
"
Darlene Moody,5,"Very happy with the new kindle
","June 6, 2019","I am very happy with my new kindle. I’m using it for all my summer reading it is much easier for me to hold than a book. Also I don’t have piles of books laying around.
"
Mollie S.,5,"Nice upgrade!
","July 4, 2019","Love the built in light and the smaller size.
"
Carolyn R,5,"Good reading
","November 17, 2019","The kindle is very light weight and easy to read.
"
LIPrincess,5,"Would definitely recommend
","July 5, 2019","Absolutely perfect
"
Pedeydad,5,"Works great
","October 30, 2019","Works awesome but WiFi connection is slow if web browser used to connect
"
Amazon Customer,5,"No eye pain and long battery life
","October 14, 2019","This kindle is amazing!! It doesn’t hurt my eyes and I can read for hours without worrying about battery life!
"
MED,5,"Just the perfect little Kindle
","July 14, 2019","This Kindle is just perfect for what it needs to do.  Features are nice and easy to use.  The price was great!
"
Glendalough,5,"Huge upgrades in consumer benefits
","July 29, 2019","Night reading
"
Amazon Customer,4,"there is no glare. It is like reading a real book.
","June 4, 2019","My only complaint is that the battery keeps using power even when it is turned off. So the charge lasts a week whether you use it or not.
"
Haley,5,"I like the big bold letters I don’t  need my reading glasses
","October 12, 2019","I like my kindle it’s perfect for travel and I like the lighting on it.
"
bjsinnott,1,"I don't know what I am doing, so I can't access the guide that would help me.
","July 23, 2019","I loved my first Kindle. I used it only to download book and read them.
"
rbranscum,5,"It’s amazing!
","July 26, 2019","So very happy with this. The lighting is perfect for any reading spot!
"
Della Menchhofer,1,"Not satisfied
","October 19, 2019","Did not like that X-ray could not be turned off
"
"Edward C. Reinauer, Jr.",5,"Light and Handy
","November 13, 2019","I like that it is light weight and has a light.
"
JS,5,"Happy with this purchase
","October 8, 2019","Very easy to use
"
Gary D. Friedman,4,"good quality
","June 6, 2019","LIKE THE LIGHT
"
Tessa Probasco,5,"Love it!
","July 18, 2019","Love my kindle! Love the new light feature, so I can read in the dark now. Battery life has been great for me and I’m enjoying the device all around!
"
Laurie A. Brock,5,"Great to use and fun.
","April 19, 2019","The Kindle meets all of my expectations! I love the lighting of the screen and it's size. I would recommend it to any book lover. Very user friendly.
"
stephen hetrick,5,"mom loves it
","June 18, 2019","she has a fire tablet and it was hard to work.she has no trouble with the Kindle.
"
Matthew Smith,5,"Improvement if you’re used to older models
","July 25, 2019","It’s a good Kindle. I always have a little bit of an issue with the slight delay when selecting something on kindles, but it’s not worse on this one
"
Kindle Customer,5,"Excellent
","September 11, 2019","Excellent all but battery life which only last me for one setting .
"
Juan Camilo Ortiz,5,"The best
","August 21, 2019","I love it. It is great for any ambient light
"
Gregory M Spencer,5,"As advertised !
","May 17, 2019","Love the fact that it was compatible with my old cover and charger!
"
Hawkeye,2,"erratic touch screen
","November 10, 2019","Skipped pages of and on. On/off button placement and usage a pain.
"
Maria López,5,"A M A Z I N G
","September 5, 2019","This tablet it’s just awesome. I love it!
"
Clyde Stringer,4,"Pushing your software
","September 1, 2019","Still have'nt figured out how to avoid the ads that show up when my kindle is first turned on. Would prefer to see my library like old kindle did.
"
Zack's GG,5,"Light weight
","April 27, 2019","Nice size. Learning to reach across far enough to turn the page with my left hand. Tea is in my right 😂
"
Paul L. Miller,5,"Great value for money
","April 21, 2019","Works great, easy to use. Lighted screen a big improvement .
"
iris pearson,5,"Love the light!
","July 19, 2019","Battery life is shorter than original kindle
"
Mary Ann Montgomery,5,"Writing an instruction booklet on electronics would be so helpful for older adults
","August 21, 2019","Love my new kindle....because my old one was with a keyboard .......I am finding my way around on my new kindle!!!!!
"
koolgrammy,5,"Light weight
","September 2, 2019","I love the fact that it is light weight fits in my purse , I can read down loaded books any where I go , Play games check e mail .
"
Juan Fernando Fonseca,5,"not bad for a non paperwhite
","July 13, 2019","coming from a paper-white the  first day i did felt the difference, i don't notice it now. good battery life, good built in light.
"
Catherine Tout,5,"Nice kindle replacement
","October 12, 2019","Long lasting battery
"
Derek Kitchen,4,"muy buen producto salvo el soft muy lento
","November 12, 2019","muy buen producto salvo el soft muy lento
"
Candy Jennings,1,"what a rip off
","June 19, 2019","two NEW kindles, 2 returns after approximately 2 weeks use.  No more for me!
"
deanna packer,5,"Glad I bought it
","May 28, 2019","Love it
"
Jane DiBiasio,5,"Kindle Generation 10
","June 17, 2019","I replaced my Generation 2. Needless to say, I enjoy the 10's new features, i.e., light, touch screen.
"
Gwen L. Alcorn,3,"Not happy
","September 9, 2019","I am not very pleased with this Kindle, it is not user friendly, my last Kindle was so much easier to use, sure wish I could get one like it.  Not very happy.
"
Donna Stine,5,"Light
","April 27, 2019","Love! I had a older series and it did not have a backlight! Not sure why they would make one with out that feature. Frustrating !
"
Leara Nicole Morris-Clark,5,"I love it!
","June 25, 2019","Everything works as described. I love it! It is the perfect size. Long battery life. No complaints about this item.
"
Glenn Bower,4,"Patience with getting book.
","August 13, 2019","Seems to be working well, but at first was not responding to book I wanted.
"
Felix Gamer 712,5,"Nice upgrade!
","July 31, 2019","Awesome, much better than my old model.
"
bonnie hughes,5,"Great purchase
","September 4, 2019","My last kindle last 10 yrs. I was anxious to by another, but this was a great purchase.
"
Teacher1,5,"Beach
","August 19, 2019","Great for the beach!
"
shohreh mohebbi,5,"Page turner
","August 9, 2019","I don’t like the touch the screen to go to next page. The old one had a knob to push to go to next page and I liked that better, more control.
"
Hazel,4,"Missing favorites
","June 10, 2019","I am very disappointed that I cannot play Every Word on this Kindle.  I want my old one back!!  It is my favorite game and I miss it!  I also miss the Menu.
"
Alice,5,"Bright screen -easy to read
","May 2, 2019","Love the light! So much easier to read.
"
Tracey  Wellman,4,"Small kindle
","September 30, 2019","It is a bit smaller than I had thought. If I would have read, I would have known the dimensions. The backlighting is good, bit the touch screen is twitchy.
"
Helene Penziner,5,"It’s a perfect reading
","August 18, 2019","Very Happy with new kindle
"
LJD,5,"Book is accessed quickly
","August 10, 2019","Love the quick access to the current book and the battery life is wonderful
"
Ant001,4,"works as advertised.
","June 19, 2019","nice to have books in a compact package.
"
Amazon Customer,5,"Love My Kindle.
","September 8, 2019","Longer battery than using my phone, and no notifications to distract me.
"
boyd meyers,5,"Kindle
","August 21, 2019","I read A LOT! With this I can read any time and anywhere.
"
Janice Whitaker,3,"Battery charging
","August 28, 2019","Having to charge weekly. My other kindle would hold a charge for several weeks. Very disappointed.
"
Rhoda Parmet,5,"There’s a leap frog in my kindle!
","September 23, 2019","Love the new kindle. Only thing I don’t like is when it page jumps ahead and I lose my place. I have taken to bookmark every chapter to narrow the search.
"
Amazon Customer,5,"Game update
","July 26, 2019","I like the ability to read outside. I do not like that you cannot download games into it. It needs to be updated to allow that aspect of earlier Kindle ‘s
"
taylor caragan,5,"Accurate
","July 3, 2019","It is exactly how it’s described. Super lightweight, extremely long battery life and easy to use! I’ve read 5 books in 2 weeks and have only charged once!
"
kristin L erickson,4,"New Kindle
","November 3, 2019","So far so good, however, too new to give a fair evaluation.
"
Mike,5,"Great ereader
","July 13, 2019","Its amazing for reading. I get no glare on the beach my only complaint is the os is not the best and kinda slow but for the price its fine.
"
Gerald R Gillman,5,"Great update to a great reader
","May 21, 2019","A great update to a great reader. The touch screen takes some getting use to, sometimes moves 2 pages or not at all, but easy to use setup.
"
Linda Castro,3,"The touch screen is difficult to use.
","August 18, 2019","The touch screen is difficult to use. Practically touching middle of screen to turn to next page.
"
dashy,4,"Great product
","September 5, 2019","I just love the built in light. It’s great reading in the dark. Battery life is good too. It’s also small enough to fit in my pants pocket.
"
Cat,5,"It does exactly what I need it to do!
","July 24, 2019","I have nothing bad to say.  I love this Kindle!
"
Zahran AlAzri,1,"I dont like
","November 23, 2019","This kendel show all the time network notification even when open book.
"
Tammy,5,"Love it!
","July 26, 2019","I love it! It fits perfectly in my purse so I can take all of my ""books"" with me.
"
Dannie Hannon,5,"The light feature is great.
","July 1, 2019","I am enjoying reading novels with my new kindle. I like the light feature and the fact that it is much lighter to hold than my old kindle.
"
Turbo,5,"Newest Kindle
","August 11, 2019","Love the lastest version
"
Cheryl ,5,"Easy to Read
","June 24, 2019","I bought this Kindle for my husband who reads daily.  He especially likes the assortment of books to read and how lightweight and easy to read features.
"
Robert H. Ferguson,5,"I'm 75
","July 5, 2019","Best way I've come across in all my years to read a book!
"
carol zander,5,"nice upgrade
","May 9, 2019","liked the audible ability and the size plus better battery
"
Joeb2018471,5,"Easy to use.
","August 18, 2019","I use this for some of my Desktop Computer accounts. Easy to take along on trips.
"
DJ,5,"Even better
","August 10, 2019","Replacement for my 4th generation.  Love the back light.
"
AmbaBee,3,"Battery drains even when not in use
","July 30, 2019","This is my second Paperwhite. I loved the first one, but am thinking about returning this one.
"
Edna Rodgers,2,"Your Reading Lists
","June 4, 2019","I CANNOT access YOUR READING LIST!!!  WHY????  It drives me crazy that I cannot see listings that I can scroll through.  I would like to have a reply.
"
Heidiwhit,5,"I love it!!!
","November 4, 2019","My Kindle is easier to manipulate than the other e reader I had.  It is smaller than my Mother and Sisters.
"
Elysia,5,"Love it!
","July 1, 2019","I love this kindle just as much as my kindle oasis, so if you're looking for a great kindle for a great price, I would definitely recommend this one.
"
Kathy S,5,"Easiest to use
","May 24, 2019","I love the addition of the built in light and the battery is really holding the charge. The touch screen is so much easier to use than the side tabs.
"
Lauren336,5,"Great device!
","August 11, 2019","Great product. Just like reading a book. Audible also tracks where you left off from listening when you pick up to read!
"
A. Butler,4,"Not quite as responsive as my previous Kindle device.
","August 26, 2019","When I need to turn a page or press a button, I sometimes have to tap the screen two or three times before the screen finally changes.
"
Wallace Prophet,1,"Don't buy
","June 18, 2019","Hard to operate
"
Taylor,4,"Good product at a reasonable price.
","July 17, 2019","Love this product. Great for portable reading! Only downside is the screen is a little laggy for those used to Smartphone and Tablet responsiveness.
"
William J. Davis,5,"Great Kindle
","November 18, 2019","Really good product
"
Andrea A Garcia,5,"What makes me a happy?
","July 8, 2019","I love my new kindle. It is small and lightweight. I gave my old kindle away and stopped my kindle membership but I now have both and I’m so happy!
"
WANG LIMING,5,"Good to reed
","October 8, 2019","Bought for my friend he told me very good
"
Jill B,5,"Long battery life
","May 28, 2019","I love being able to read outside- bright enough with no glare!  It’s also very compact and lightweight.
"
AEM,5,"Pretty
","May 11, 2019","The battery lasts forever!
"
kerry firth,5,"I love it!
","July 26, 2019","Lightweight and the lighting is easy on the eyes.  I haven't found a cover that fits correctly yet but I'm sure they'll be out soon.
"
Doris Day,4,"Navigating the featues
","May 9, 2019","I presumed navigating the Kindle would be simple so I did not read any getting started instructions, big mistake.  Still struggling.
"
brenda white,5,"Perfect for the beach
","June 22, 2019","The reason I continue to buy this size Kindle is because it is readable on the beach . I also like the size for travel.The light is a bonus.
"
Marie Larson,5,"Works Great!
","July 31, 2019","I'm not sure how I feel about the backlight because it gives me a headache, but I was glad to find out it can be shut off. The kindle works great!
"
Victor T.,5,"great for reading
","September 13, 2019","touch screen not always responsive, usually have to touch it several times to change page
"
James smalls,4,"None
","July 2, 2019","None
"
43213 dan,5,"love it
","August 24, 2019","Easy to see in all lighting
"
MStrath,5,"New Kindle
","April 18, 2019","So far, so good.
"
Sabrina Triplett,5,"Very Happy
","June 18, 2019","Great product. Glad I upgraded from my old kindle.
"
Nanci Torres,5,"Amazing
","August 25, 2019","Best purchase I’ve made in a long time and super worth it i love my kindle!
"
Connie Austin,5,"You have to remember to completely turn it off to  save battery.
","August 14, 2019","Love the light, and the fact that I can adjust the brightness.
"
Spartan70,3,"Navigation
","August 5, 2019","Too early to rate as I have just started using it.  I find the navigation through various books to be a bit clunky.
"
gwene,5,"Convenient
","October 8, 2019","Perfect to read anytime and anywhere!
"
Lisa Racano,5,"Love the new Kindle!
","November 18, 2019","I am enjoying reading books on the kindle, the battery lasts so much longer than my old one and the back light is great. Love it!
"
Kindle Customer,5,"It does everything the kindle 8 does
","May 18, 2019","Lives up to everything promised
"
Carlos A. Hoyos Brown,5,"Excelent device
","September 30, 2019","It is very practical and easy to use
"
Alicia Rivas,5,"Great Device Cheap Price
","November 5, 2019","Love it! The screen is a little laggy sometimes but it doesn’t bother me. I really enjoy my kindle!
"
Charles Richmond,4,"not as fast or easy to use as my last two Kindles
","August 5, 2019","No changing font size is awkward, slower to open than my last two kindles.
"
Carlo,5,"Lightweight
","July 9, 2019","I love my new kindle. The reading experience is very enjoyable. My eyes don't strain as much and the battery lasts a long time.
"
Amazon Customer,5,"Great improvement
","November 22, 2019","Keeps getting better. After my old kindle gave up the ghost had to purchase new paperwhite . Such an improvement over older model. Very happy
"
Florence Walk,5,"The ability to stop reading and start again at another time.
","August 19, 2019","Sometimes the pages do not go back to where I stop reading. They start jumping ahead . I hate that
"
Amazon Customer,3,"kindle new features
","September 16, 2019","The batterie life is great. But very disappointed in size and lighting.
"
Max ,5,"Good in the sun
","June 6, 2019","Great reader for its price great to read outside in sunlight swipe action isn't that great but apart from that a great reader
"
Colette,4,"Good/not so good
","April 27, 2019","This is a two sided sword...1- it has more features than my Gen 2 but 2-I it is harder to learn.
"
Kelly Moore,1,"Won't charge up
","June 18, 2019","This is my 3rd Kindle. Every single one stops taking a charge soon after purchase.
"
cowboy,5,"Easy to read
","September 13, 2019","I like the ability to adjust the brightness and type size, however, the touch screen doesn't always cooperate
"
Amazon Customer,5,"Great product
","May 27, 2019","Really love this thing. I wish the touch screen was more responsive, but that’s just me being picky. Overall great product.
"
paolo,5,"My kindle device
","October 9, 2019","My very first kindle device. Awesome! I’ve been using ipads and iphones, but this is much better for my eyes!
"
Amazon Customer,5,"Love it
","May 3, 2019","This is my first kindle and love it so far.
"
L,5,"Long battery life and the built in light is awesome!
","October 21, 2019","I like it alot. The built in light is great but you have to press a little harder on the screen to get it to change pages.
"
Boris Khantsis,5,"Easy to read. Battery life is more then a week.
","September 27, 2019","Kindle battery""s life is more then a week. Easy to read at outdoor.A new model is a great product. Recommend to buy.
"
GrannyBecky,5,"Simple, easy to use. I truly enjoy it!
","August 1, 2019","The ease of using it. Just turned it on and it was quickly ready for me to use. The battery life has impressed me as well.
"
Chris,5,"Borrowing from my library
","July 28, 2019","I love the way I don't have to plug my kindle into my computer to download my borrowed library books.  It just syncs and there they are.
"
agustina lacoste,5,"Real good
","July 6, 2019","Light weight and excellent for reading digital without getting your eyes ruined
"
Amazon Customer,5,"I love my Kindle!
","July 28, 2019","It been hard for me to get used to turning the page by touching the screen.  Sometimes I have to touch it twice to turn.
"
Nicole Thompson,5,"Love it
","July 14, 2019","Love this new kindle, it’s small and light weight. Easy to carry anywhere. Battery lasts forever! So happy
"
Kitty Williams,5,"Just the right size
","August 5, 2019","Love that I can change the font size easily
"
lovstoread,5,"Very handy size
","July 12, 2019","really like the smaller size and the screen is ""easy on the eyes""
"
MIS,5,"works great on the beach
","May 11, 2019","I don't like the way the whole screen blinks and reloads the pages when you turn them, even with page refresh turned off
"
SarahF,5,"Love the built in light!
","June 21, 2019","I love that the kindle has the optional light so I don’t need a clip on to take with me.
"
Amazon Customer,1,"Definitely NOT worth the price.
","September 12, 2019","I’ve only had the Kindle for a week and it appears to be frozen up. It’s stuck on one screen and will not change at all.
"
Thomas L.,4,"Great Product
","July 30, 2019","Compact easy to use & good battery life
"
Stephen T Farrell,5,"great reader just what I was looking for
","July 8, 2019","easy to use. lighting is great for reading at night
"
Carmen Berretta,5,"Front light
","July 27, 2019","Great for outdoor reading.
"
onewing33,5,"awesome
","November 5, 2019","Love it and I also love the magnetic case. I'm back to reading. I missed it.
"
Glen Gardner,5,"Easy to use
","August 5, 2019","It's the perfect size to be portable and still easy to read. It's easy to navigate and the battery lasts a long time.
"
Sam,5,"Peefect
","November 2, 2019","Love the compact size.  Does exactly what it's designed to do.
"
Donna L. Scarborough,5,"Love it
","July 21, 2019","So light when you hold it. Small you can put it in your purse.
"
Amazon Customer,5,"Love My Kindle!!!
","June 24, 2019","Love the size and the feel of the kindle.  Very comfortable to carry with me. Terrific to travel with.
"
Amazon Customer,1,"Love to read
","August 18, 2019","haven't had a chance to use it as much as i want to so far.  i'm sure i'll love it.  Will let you know otherwise!!!!
"
chris mikulec,5,"Great product/easy to navigate
","August 3, 2019","I love the kindle. It was a bit smaller than I expected, as I had only had the original kindle. But I like it a lot.
"
Kindle Customer,4,"Long battery life.
","June 12, 2019","I really like the battery life on this kindle. I can read for several hours before I have to recharge.
"
Daniele Andrade Lima,5,"Great product
","April 18, 2019","Super light and thin it's really practical to take everywhere in the purse. The reading is very comfortable and it's easy to use.
"
Customer,5,"Great Product
","October 11, 2019","Easy to use and has all the features I need. Screen scan be a bit sensitive and at times I miss having buttons to change my pages.
"
Deb,5,"Fantastic reading
","October 8, 2019","Bought the kindle to carry on a trip instead of bringing several books. Much lighter in weight & can download several books on it.
"
Jane Harris,5,"Good price
","April 22, 2019","Good price and easy to use
"
Michaela,5,"Love this!!
","August 4, 2019","I haven’t had to recharge my Kindle since I bought it over a month ago! It’s excellent! It’s exactly what I needed.
"
Rosy the old guy,1,"Nothing
","November 12, 2019","Couldn't use it because Amazon lost my information from my old Kindle and it could not be loaded on the new one so I returned it.
"
teejay,5,"IT WORKS
","July 14, 2019","The add  says that the battery lasts for weeks.Mine was ased up in 5 days
"
Rehim,4,"cant read fb2 djvu and epub
","July 25, 2019","prosbest price and newest readerwhite bodylightconsdon't support epub fb2 djvu
"
Ila M. Kilen,5,"It responds quickly
","July 17, 2019","Love it! It is a little smaller tham I thought it would be but a great size for travel
"
Nora Diaz,4,"New Kindle
","April 27, 2019","It is lightweight; but not have enough clarity the screen .
"
Amazon Customer,5,"world affairs
","July 14, 2019","cannot download NY Times; download goes to Gerry's Kindle 1
"
KayBon,5,"Awesome
","July 2, 2019","Read without use light
"
Christine,5,"Easy Peasy
","August 16, 2019","It’s just like the one I broke that I loved . I didn’t have to re-learn a set of protocols to get started on my favorite books.
"
Edmund Walendowski,5,"Reads Like a Hardcover
","August 23, 2019","Love my new reader. Very easy on the eyes and easy to use.
"
Amazon Customer,5,"I love it //especially the size fits easily into my purse
","April 23, 2019","Only issue is getting my library from old kindle and phone transferred to new kindle
"
Kris Chandrasekhar,5,"A good product
","August 27, 2019","I liked reading from this Kindle
"
Diane Leahy,5,"Love it!!
","July 22, 2019","Love how portable it is and the light adjustment. Great improvements!!
"
Miranda W.,5,"Great battery life
","August 1, 2019","I love this so much! I take it everywhere with me and I can read when ever I want! The battery life is amazing!
"
Cheryl ,3,"It's different& disappointing.
","October 8, 2019","Seems very touchy, & the selections are difficult to bring up. I guess I just don't like change & liked my first kindle better.
"
Hans S.,5,"Nice to have the e-reader
","November 28, 2019","I had one voyage and I purchased this for my mother. Hope reading becomes close part of our lives and enriches our horizons^^
"
Alain D,4,"Battery life needs improvement
","November 13, 2019","Battery doesn't last as long as advertised. I only read daily for one to two hours, charge last for just about twelve days...
"
Paige Williams,5,"Size and available settings
","April 30, 2019","Easy to operate. Love the small size.
"
Amazon Customer,5,"Great product
","October 12, 2019","Great product and pleased to have gotten a discount with my trade in.
"
Amazon Customer,5,"Awesome product
","August 13, 2019","Great product. You can tell what it is designed for and it serves its purpose well
"
Patricia Farrell,5,"Just the right size
","July 11, 2019","Bought this for my son who is at college.  He loves it.
"
Enid Reames,3,"How to find correct cover size.
","August 17, 2019","Can't  find the right cover to fit it.  Otherwise it's easy to use.
"
Anita Brent,5,"I would recommend this
","July 2, 2019","Back light is a great feature
"
Amazon Customer,5,"Nice kindle, great to read, and very light---good to go!
","September 23, 2019","Nice kindle, great to read, and very light---good to go! I like it so much! Pity still busy to read more
"
Oscar Javier Rojas,5,"Lo mejor para leer libros
","July 30, 2019","Un producto útil para generar hábitos de lectura, nuevamente estoy leyendo y devorando libros
"
shannel broker,5,"Great
","August 17, 2019","Love.... for the price those little thing is great.
"
J.C.,5,"My first kindle
","May 30, 2019","I got my kindle as a Mother’s Day gift and I absolutely enjoy using it, it’s really great to take it on the road with me.
"
Walter L.,5,"You can borrow books from your local library if you have a library card.
","May 25, 2019","I like it for it's long battery life.
"
Gale,5,"Learning to navigate without a keyboard.
","June 17, 2019","Reading .  Nice not to haul books around, although I  have a few by my bedside.
"
anthony j. dixon,5,"Good
","September 23, 2019","Good
"
Carol J. Bellei,5,"Easy to read or adust for low light.
","May 17, 2019","Screen is a bit touchy....goes to next page when you barely touch the edge whIle holding it.
"
Pantelis,5,"Great Kindle
","July 31, 2019","I’m enjoying it
"
Unknown,1,"Crap
","November 29, 2019","It’s like watching tv in 1947 during an airstrike..
"
L. Kline,5,"Easy to use
","August 8, 2019","Ease of use, size and light weight. Ability to change brightness of light and size of font.
"
Trevor,5,"Good budget kindle :)
","June 15, 2019","Battery life is amazing. Love that they still use the etch a sketch style screen. Makes it more realistic
"
J Novel,5,"I am able to read my ebooks in sunlight
","July 18, 2019","I can read in bright sunshine. Love it
"
andrew,5,"Reading
","August 21, 2019","I use it for reading and it is my first experience with this type of devise.  Beats drawing books around.
"
Roadster,5,"Easy to use
","September 10, 2019","I use it just for reading
"
Martika Jefferson,4,"Easy to use
","April 27, 2019","Easy to use but I don’t like the display of it when you’re setting it up. Acted like it was going to glitch.
"
tula campbell,1,"Battery life is poor
","September 18, 2019","Poor battery life doesn’t stay charge
"
Pamela Watson,5,"Portable not taking a hard back book around
","October 12, 2019","I am a avid reader it takes some time out of the library. I would recommend it to anyone that is reader.
"
Amazon Customer,5,"Best item I have bought!!!!
","June 27, 2019","I love my kindle. I am 64 and reading books had become difficult. This device allows me the opportunity to read again.
"
Kindle Customer,5,"Like reading a regular book but do much better!
","July 23, 2019","Awesome!
"
Amazon Customer,5,"New one
","May 3, 2019","This replaced my very out dated kindle so much better I love my new kindle.
"
segismundoalegria,4,"Much smaller than my previous one!
","October 19, 2019","I didn’t like the response to the touch, and I didn’t like the layout of the home screen
"
Amazon Customer,5,"Its great
","November 4, 2019","LOVE IT!!! Except now I read too much when I should be cleaning or something way less enjoyable but more productive.
"
Amazon Customer,4,"No glare in sunshine
","August 16, 2019","Love that I can read this with no glare in the sunshine and that it has a touch screen.
"
Tess Waresmith,5,"Love this
","October 8, 2019","Light weight and easy to read. Wasn’t initially an electronic reader fan but this one changed my life
"
Jeannette McGee,5,"Met my expectations.
","August 10, 2019","I like to read. This makes reading easy and its handy and convenient.
"
Lovejoy,5,"Great product
","June 17, 2019","Easy to use, set-up etc. I can read at night without bothering my husband
"
Teresa K,5,"Love it!
","May 13, 2019","Replaced my old Kindle with a new one!  The light makes a big difference!
"
Sharon,5,"I don't have to carry charger everyday
","June 28, 2019","I am loving my new kindle i can read in bed without the lamp on easy to use with one hand battery life is wonderful
"
aldo,5,"Really nice excelente
","November 14, 2019","Excelente really nice
"
maria,5,"Kindle 2019
","June 26, 2019","Smaller than I expected, but definitely a good buy for those who want to use the kindle only for reading purposes.
"
Kyle Lawton,5,"Like it
","August 10, 2019","I really like this new Kindle, I had the old one that took ages to navegate in the book, so I am enjoying this one
"
Antonio,5,"Great Upgrade
","September 29, 2019","Much better than my old kindle, which I love.
"
Peggy Papert,5,"Love it!
","June 12, 2019","I love my kindle for my monthly book club. And for travel.
"
Terry,5,"Love it
","June 16, 2019","Use it for library books
"
teris,4,"Great product
","August 25, 2019","So far, it's great.
"
Leslie J. Baker,5,"Signing in and using it immediately was easy
","August 28, 2019","I haven't figured out how to integrate all the books on my old Kindle to the new one
"
Cynthia,4,"my new kindle
","May 9, 2019","I like the long battery life. It's smaller than my last kindle...but so far so good!
"
ZS,5,"Compact, light weight and very easy to navigate
","June 25, 2019","Much smaller and lighter and easier to navigate than my previous Kindle and love the touch screen.
"
Anthony M Flores Jr,5,"Great buy.
","August 11, 2019","Super light. Easy on the eyes. Perfect size! Got it on amazon prime day. Great deal.
"
Monika Palmerin,5,"Great product.
","September 2, 2019","I'm very happy with my new kindle. I love the size and build in light. I would recommend this product to anyone.
"
Erwene Chiu,5,"Love it
","August 9, 2019","Love it
"
CJ,4,"Small but functional
","July 29, 2019","Touchscreen is a bit sluggish but otherwise, it's great!
"
Lynne A. Pecot,5,"Easy to carry and take everywhere
","July 4, 2019","Really like this product, would recommend it to everyone
"
lomje,5,"Very easy to use.
","August 3, 2019","Loved the product.
"
C. Baker,5,"Great product
","May 6, 2019","I found this to be very effective for reading. I love it
"
Amazon Customer,5,"Love it
","July 26, 2019","I really love it cuz it is super light and easy to carry around. Battery life is longer if u turn off the WiFi.
"
Carol J. Moe,4,"Love the front light!!
","May 8, 2019","Definitely a step up from my old kindle. Love the ease of use, white background and front light.
"
thel,5,"Great Product
","July 1, 2019","I like it very much. I can take it with me everywhere.
"
Alan OBrien,4,"What to do with my second Kindle, the pages no longer turn...
","April 29, 2019","It works just fine.  Ran over first one with my truck, pages stopped turning on second one, this is my third.
"
VG,5,"Nice and light weight and serves the purpose.
","July 7, 2019","Excellent product by Amazon.
"
Ausfarht,5,"Easy to setup!
","June 24, 2019","Great for reading outside!
"
Jill Bovy,5,"Love my Kindle!!
","July 9, 2019","I love this!!! My old Kindle was so heavy!! This one is perfect!!!
"
Peter Bonafede,3,"Couldn't find how to use directions
","August 26, 2019","Couldn't find how to use and need them.
"
Pamela Patow,5,"It ok I like it
","May 14, 2019","I like it small rather have big but like I say it ok
"
Isabela de Carvalho Pimenta,5,"Best order made
","October 30, 2019","It is amazing.
"
Jimbo,5,"Good product
","April 30, 2019","The built in light was important to us!
"
Rogelio Martinez,5,"impressed with quality
","November 18, 2019","I like everything about it
"
Barbara S.,5,"Light
","July 25, 2019","I really needed the light.
"
Jetze Beers,4,"Quite different from the old machine but weight and other modern features compensate well.
","November 10, 2019","I still like my old Kindle with the keyboard better. But I’m sure I will get used to the touch screen soon.
"
Kindle Customer,5,"Small and not heavy
","August 14, 2019","Love this white page Kindle. I have a 7"" Fire and a 10"" Fire; but this by far is my favorite!
"
Kasey,5,"Great!
","September 20, 2019","This is my first reader and I love it!
"
Janet Ortega,5,"It's very easy to read. I have eyesight problems and found it very easy to see.
","July 3, 2019","I used it to read books.  I was very happy with it.
"
Daniel Anderson,4,"Better than my old Nook!
","June 7, 2019","So far I really like it.  Sometimes the touch to turn pages is not responsive.
"
Rositha Blake,4,"Would prefer not to see sales pitches when opening Kindle.
","July 10, 2019","Jury still out about battery life. Had problems but called and it may be resolved. Great customer service!
"
Faith Watts,5,"Love my new Kindle
","June 24, 2019","I love the size and the option of seeing the books you haven’t read yet that you have downloaded or bought
"
Amazon Customer,5,"Easy to hold
","June 18, 2019","I like the size, it is smaller than my first kindle but I am having a difficult time finding a case to fit
"
Joseph D Cloward,4,"light weight, easy to hold
","July 31, 2019","Nice small reader, light works good, page turning a little slow.
"
CUPCAKE59,5,"Wind down time
","August 16, 2019","I love my kindle after a trying day a hot cup of tea and my book  God is good
"
BurnedbyInternetShopping,5,"Kindle
","September 19, 2019","Great update
"
F R Brodzinski,5,"good battery life
","August 23, 2019","easy to read
"
sandra ciminski,5,"Easy to use
","October 2, 2019","I love this, I was not sure I would like it but inLOVE it......
"
Marjie Danckert,5,"Read anywhere
","August 30, 2019","I love that I can read anywhere. No glare from sun or lighting.
"
Rebecca,5,"Great size
","June 25, 2019","Good product
"
Amazon Customer,5,"Compact size
","July 29, 2019","I love everything about this Kindle.
"
